id_Cliente;CNPJ;Nome_Empresa;Segmento;UF;Cidade;Data_Cadastro;Status_Ativo;;
179;263-70-0403;Thoughtstorm;Industria;SE;Pesagen;26/12/2016;Inativo;;
592;359-91-1141;Realblab;Serviços;MS;Gueset;26/08/2008;Inativo;;
367;556-92-3039;Kwinu;Varejo;SC;Poděbrady;26/01/2013;Inativo;;
42;425-76-9631;Dynazzy;Industria;AM;Phước An;31/05/2010;Inativo;;
350;789-85-7448;Reallinks;Industria;MG;Mengmeng;07/09/2014;Inativo;;
680;846-77-6106;Fivechat;Industria;SP;Cipanas;15/11/2020;Ativo;;
753;205-21-5045;Photojam;Serviços;RR;Xilian;14/12/2021;Inativo;;
849;165-72-5241;Yadel;Serviços;MT;Yaguarón;03/09/2017;Inativo;;
745;510-09-4090;Yata;Industria;TO;Krasnyy Yar;21/03/2020;Inativo;;
344;605-97-6701;Brainverse;Varejo;AM;Mosjøen;22/10/2021;Ativo;;
800;184-97-4141;Skyndu;Varejo;AM;Springfield;11/10/2024;Ativo;;
667;525-02-2503;Camimbo;Varejo;RJ;Zhongguan;14/11/2022;Ativo;;
434;532-26-6140;Pixonyx;Industria;AM;Tembilahan;28/02/2016;Inativo;;
917;801-47-9677;Kwilith;Varejo;GO;Calancuasan Norte;31/07/2017;Inativo;;
419;732-40-3754;Vinte;Serviços;MA;Dashiren;28/06/2018;Ativo;;
355;856-45-7216;Snaptags;Industria;PA;Strašice;24/05/2020;Ativo;;
161;328-41-4360;Flashpoint;Industria;MS;Santa Lucía;22/04/2010;Ativo;;
868;317-71-3406;Blogtag;Serviços;SE;Macheke;23/12/2023;Ativo;;
686;606-26-4980;Dabtype;Industria;RJ;Maoping;17/10/2016;Inativo;;
527;302-54-5784;Meejo;Industria;MA;Itigi;03/01/2023;Ativo;;
134;457-74-8296;Kwinu;Serviços;SP;Dahao;28/04/2012;Inativo;;
198;238-51-7014;Bluezoom;Varejo;MG;Lenghu;23/06/2018;Inativo;;
594;816-07-3246;Reallinks;Varejo;MT;Hebu;09/09/2013;Ativo;;
649;697-12-5008;Youbridge;Varejo;MS;Guaranda;21/10/2024;Inativo;;
286;614-70-3058;Devify;Industria;AM;Whitegate;21/01/2017;Inativo;;
686;667-68-9637;Wordtune;Industria;RJ;Gembu;24/12/2018;Inativo;;
801;483-64-7844;Browsedrive;Industria;MG;Buritizeiro;09/07/2017;Inativo;;
25;301-30-5459;Meevee;Varejo;RN;Avesta;06/08/2009;Inativo;;
382;159-80-1068;Voonyx;Industria;RR;Amsterdam Noord west;03/08/2018;Inativo;;
958;886-69-6642;Gabvine;Industria;RR;Conde;04/05/2023;Ativo;;
647;843-14-7207;Flipopia;Varejo;PA;Sanban;24/04/2009;Inativo;;
588;698-44-4219;Photobean;Serviços;SP;Ölgiy;29/08/2012;Inativo;;
686;776-60-6090;Eimbee;Varejo;TO;Xianshui;26/11/2021;Ativo;;
204;569-96-0600;Rhyzio;Serviços;SE;Forquilhinha;26/11/2023;Ativo;;
807;527-16-2658;Fivechat;Industria;PR;Gurgurnica;15/11/2023;Inativo;;
799;509-92-9946;Jetwire;Industria;RN;Jisegumen;12/02/2018;Inativo;;
674;628-73-9940;Zoomdog;Serviços;MT;Bachok;21/05/2023;Inativo;;
41;653-99-3518;Tekfly;Serviços;PA;Upton;08/08/2018;Ativo;;
758;582-22-2335;Yodo;Varejo;SE;San Pedro;07/12/2015;Inativo;;
665;711-20-9564;Twimm;Industria;SE;Rote;20/12/2010;Inativo;;
882;452-37-3269;Kimia;Varejo;RJ;Qili;15/08/2009;Ativo;;
517;696-25-5124;Jazzy;Serviços;MG;Xinji;14/04/2008;Inativo;;
989;405-06-8973;Edgepulse;Serviços;PA;Pivka;11/03/2022;Ativo;;
317;357-62-8359;Flashdog;Industria;SC;Nueva Vida Sur;07/01/2015;Inativo;;
795;602-91-2196;Realbridge;Serviços;RS;Bảo Lộc;24/09/2021;Inativo;;
752;149-34-0188;Twitterlist;Industria;SP;Zambujeira;17/07/2015;Ativo;;
736;441-37-8623;Topicware;Serviços;RJ;Chemal;08/02/2020;Ativo;;
749;159-93-4673;Yata;Varejo;RR;Mandaguari;15/06/2014;Ativo;;
610;208-58-8431;Cogilith;Serviços;TO;Mojorembun;09/11/2011;Ativo;;
45;835-07-0216;Zoozzy;Varejo;RN;Jawl al Majma‘;20/07/2023;Ativo;;
681;131-01-0763;Eabox;Industria;RN;Cevicos;30/10/2022;Inativo;;
812;153-57-7160;Devbug;Industria;RN;Kulykiv;01/07/2010;Inativo;;
519;881-71-6802;Trupe;Varejo;MA;Quvasoy;24/05/2008;Ativo;;
662;569-54-8641;Skibox;Serviços;GO;Xinjiezi;14/03/2016;Ativo;;
403;261-98-6145;Voomm;Industria;RN;Mount Pearl;24/07/2020;Inativo;;
272;527-63-1400;Demimbu;Industria;RJ;Pasauran;23/10/2013;Inativo;;
812;299-94-0106;Youspan;Industria;TO;Qandala;29/07/2008;Inativo;;
461;332-29-8890;Kimia;Varejo;MG;Klagen;25/02/2014;Ativo;;
158;564-23-1132;Dablist;Industria;AM;Lukou;14/03/2008;Ativo;;
276;247-53-0287;Skaboo;Industria;GO;Dřevohostice;03/02/2025;Inativo;;
771;300-18-4431;Jayo;Varejo;SC;Huishangang;02/12/2014;Inativo;;
542;683-72-7273;Topicstorm;Serviços;RS;Jindong;17/12/2008;Ativo;;
313;287-41-0821;Gigabox;Serviços;SE;Bandungan Timur;15/05/2018;Ativo;;
230;695-90-1251;Skiba;Serviços;SE;Angono;09/02/2010;Inativo;;
888;143-93-3555;Rhybox;Varejo;RJ;Le Raincy;14/06/2013;Inativo;;
531;796-93-2434;Youspan;Varejo;GO;Kudus;13/12/2021;Inativo;;
893;561-13-5409;Photobug;Industria;MA;Stockholm;14/03/2015;Ativo;;
731;470-19-1473;Fadeo;Industria;SC;Tromsø;03/04/2022;Ativo;;
549;752-44-6150;Wordify;Varejo;GO;San Lucas Sacatepéquez;16/12/2010;Inativo;;
193;807-73-4344;Quinu;Serviços;SP;Camabatela;22/05/2018;Ativo;;
588;671-86-8091;Katz;Industria;RN;Omišalj;08/11/2009;Ativo;;
666;528-48-1815;Fivechat;Industria;RS;Yinxi;01/07/2024;Inativo;;
766;469-07-8261;Eadel;Varejo;GO;Léo;09/09/2007;Ativo;;
815;151-45-7160;Twimm;Serviços;MG;Kusheriki;29/10/2023;Ativo;;
278;247-48-8822;Oozz;Industria;TO;Las Toscas;21/11/2009;Inativo;;
320;665-78-2895;Tazzy;Varejo;AM;Carlton;01/04/2009;Inativo;;
353;199-77-2774;Divanoodle;Industria;RR;Sŏnbong;20/12/2009;Ativo;;
851;767-76-7865;Thoughtbridge;Industria;RS;Krajan Sumberanget;07/06/2020;Ativo;;
941;792-60-1476;Meejo;Varejo;SE;Huayacundo Arma;31/03/2010;Ativo;;
32;731-90-4493;Flashpoint;Varejo;RJ;Kuala Lumpur;16/12/2022;Inativo;;
760;835-48-5664;Aivee;Industria;PA;Manaloal;23/09/2016;Ativo;;
267;329-67-6918;Brainverse;Industria;GO;Sigu;04/05/2007;Inativo;;
820;127-29-2293;Zooveo;Serviços;SP;Hadabei;11/06/2007;Ativo;;
709;193-51-7928;Bubbletube;Industria;MA;Hudai;28/02/2008;Ativo;;
540;442-86-0893;Flashpoint;Varejo;AM;Agana Heights Village;02/07/2020;Inativo;;
658;504-53-7608;Meembee;Industria;MT;Kubangsari;03/08/2012;Inativo;;
337;706-46-2468;Kwinu;Varejo;SP;Nubl;09/12/2018;Ativo;;
961;731-16-4459;Thoughtmix;Serviços;MS;Zākhū;15/07/2011;Ativo;;
737;136-54-5304;Voolia;Varejo;MA;Dongjiao;18/06/2016;Ativo;;
41;505-64-9980;Kwinu;Varejo;MS;Safakulevo;25/08/2016;Ativo;;
707;865-78-2551;Yakijo;Industria;PA;Kandangsapi;15/03/2012;Inativo;;
248;109-72-5693;Wikizz;Serviços;MS;Aiánteio;22/09/2022;Ativo;;
913;460-45-9089;Meemm;Varejo;MG;Lianghu;05/10/2020;Ativo;;
131;675-53-9380;Wikibox;Serviços;PR;Lingbeizhou;19/07/2020;Ativo;;
261;476-87-0826;Edgeclub;Industria;TO;Aix-en-Provence;15/08/2021;Ativo;;
794;129-56-9665;Eamia;Industria;PR;El Viejo;02/09/2024;Inativo;;
382;259-74-2992;Rhyzio;Varejo;RN;Anabar;04/03/2022;Ativo;;
996;786-70-6137;Photojam;Varejo;TO;Gangmei;09/05/2015;Ativo;;
119;710-28-2391;Ntags;Varejo;PA;Granja;28/01/2018;Ativo;;
393;146-34-5835;Dabvine;Serviços;RJ;Petaling Jaya;27/12/2024;Inativo;;
226;191-28-4811;Abata;Serviços;MS;Mekarsari;22/09/2012;Inativo;;
498;718-52-6077;Rhybox;Serviços;RS;Yotsukaidō;29/01/2009;Ativo;;
557;289-40-1541;Jetwire;Varejo;MT;Jicun;29/03/2011;Ativo;;
43;238-46-9925;Skibox;Industria;GO;Manado;29/09/2025;Ativo;;
443;537-26-9609;Yodoo;Industria;MG;Lawdar;07/09/2016;Ativo;;
535;320-83-6563;Kazu;Industria;SE;Mibu;13/12/2018;Inativo;;
541;122-62-8403;Browseblab;Varejo;SE;Vista Hermosa;12/05/2025;Inativo;;
134;455-47-7994;InnoZ;Varejo;MS;Dvorichna;12/12/2017;Ativo;;
213;507-23-5666;Chatterbridge;Serviços;RN;Zarzis;12/11/2019;Ativo;;
493;399-90-5090;Oyoyo;Serviços;MA;Xuchang;06/08/2010;Ativo;;
553;260-37-3522;Trudeo;Serviços;MG;Esperanza;16/09/2025;Inativo;;
443;689-85-6969;Eamia;Industria;MS;Daliuhao;27/07/2009;Ativo;;
461;597-29-7654;Dabfeed;Varejo;AM;Huaminglou;21/09/2013;Ativo;;
1;215-18-2531;Lazzy;Serviços;SC;Betim;28/12/2015;Ativo;;
556;751-09-8180;Kamba;Varejo;MT;Songwon;06/07/2022;Inativo;;
997;360-05-9199;Yakijo;Varejo;SC;San Jorge;05/01/2013;Ativo;;
18;246-54-2267;Twitternation;Serviços;RR;Nanwai;20/08/2019;Ativo;;
60;374-04-9876;Viva;Industria;SE;Yuanjiazhuang;01/12/2024;Ativo;;
258;277-41-5767;Rhynoodle;Serviços;RN;Hongdun;07/04/2024;Inativo;;
585;726-89-8217;Wikibox;Varejo;RS;Ntonggu;19/02/2015;Ativo;;
889;458-06-7417;Flipbug;Serviços;MG;Petare;26/07/2019;Inativo;;
745;129-67-8364;Jabbertype;Varejo;TO;Santo Domingo Oeste;18/12/2019;Ativo;;
398;320-90-7698;Skiptube;Serviços;AM;Aylmer;17/07/2007;Ativo;;
699;616-52-6859;Topicshots;Industria;GO;Bento Gonçalves;13/10/2020;Inativo;;
344;143-57-2559;Rhyloo;Varejo;PA;Stare Pole;20/04/2011;Inativo;;
325;246-39-7732;Leexo;Industria;SE;Gamay;12/05/2021;Ativo;;
181;273-23-9746;Podcat;Varejo;GO;Gan Yavne;23/02/2015;Inativo;;
329;376-53-0166;Meezzy;Varejo;RN;Jucás;13/07/2014;Inativo;;
508;800-76-6294;Rhynyx;Serviços;PR;Forshaga;05/12/2016;Ativo;;
694;763-63-5176;Tazzy;Varejo;AM;Huangnihe;01/12/2023;Inativo;;
313;849-28-2168;Oodoo;Industria;MA;Nevel’;06/11/2024;Inativo;;
345;236-41-6422;Skippad;Industria;RS;Rappang;20/03/2025;Inativo;;
660;722-21-1698;Thoughtbeat;Varejo;PR;Kebunkelapa;13/05/2024;Ativo;;
230;788-41-8604;Vidoo;Serviços;AM;Saint-Louis;10/01/2010;Ativo;;
658;435-22-3436;Ailane;Varejo;SC;Byala Slatina;21/12/2010;Ativo;;
463;142-07-5602;Thoughtstorm;Serviços;SP;Kristiansund N;11/03/2008;Inativo;;
720;181-92-1806;Zooveo;Serviços;SC;Zhong’an;23/08/2015;Inativo;;
920;668-37-4226;Avavee;Varejo;RJ;Gemo;04/05/2013;Inativo;;
295;335-18-7336;Agivu;Industria;PR;Victoria West;15/07/2009;Ativo;;
940;884-72-8147;Flashspan;Industria;GO;Gahe;28/11/2015;Inativo;;
160;541-99-7364;Mudo;Varejo;TO;Aguisan;16/07/2008;Inativo;;
551;200-82-9386;Thoughtworks;Industria;PA;Oumé;29/11/2012;Ativo;;
5;574-51-6254;Katz;Industria;TO;Sovetskiy;10/08/2013;Inativo;;
576;161-76-4124;Kwinu;Industria;RS;Tunjuk Selatan;30/07/2012;Ativo;;
328;111-98-4179;Mybuzz;Industria;RJ;Tibro;08/12/2022;Inativo;;
198;345-88-0215;Jaxspan;Serviços;PA;Danghara;22/11/2015;Ativo;;
651;519-70-0481;Yodoo;Serviços;PR;Santa Bárbara;27/05/2009;Inativo;;
436;405-87-6105;Flashpoint;Serviços;MT;Zamostochcha;12/12/2013;Inativo;;
41;429-94-7561;Podcat;Varejo;MG;Bridgetown;13/03/2017;Ativo;;
284;726-05-2119;Voolia;Serviços;GO;Pontes e Lacerda;28/10/2017;Ativo;;
784;249-73-4769;Twitterlist;Serviços;SC;Linshanhe;17/06/2024;Inativo;;
845;122-58-9649;Voonix;Varejo;GO;Nové Sedlo;07/01/2022;Ativo;;
963;334-34-0512;Twitternation;Varejo;MA;Ljubuški;05/09/2012;Inativo;;
750;818-37-4658;Photofeed;Serviços;PA;Sigayevo;23/09/2020;Ativo;;
552;236-82-6164;Riffpedia;Varejo;RR;Krajan;26/09/2019;Inativo;;
78;290-24-0369;Tambee;Varejo;RJ;Hanjiaji;23/07/2018;Ativo;;
749;347-52-7690;Plajo;Serviços;SE;Sufālat Samā’il;05/12/2010;Ativo;;
384;655-67-5552;Janyx;Industria;MT;Tiexi;15/05/2014;Inativo;;
641;327-29-6099;Demizz;Varejo;MT;Celica;25/05/2009;Inativo;;
697;148-76-4375;Wikizz;Varejo;SC;Curití;08/01/2021;Inativo;;
965;798-11-2219;Yakijo;Varejo;RR;Rybarzowice;24/12/2017;Inativo;;
745;437-28-9946;Quaxo;Varejo;PA;Eling;24/11/2010;Ativo;;
576;311-18-3984;Avamba;Industria;MA;Pueblo Nuevo;02/04/2025;Inativo;;
336;578-64-2000;Ntag;Industria;MS;Žirovnice;11/10/2020;Ativo;;
838;418-82-8736;Zoomdog;Serviços;MT;Caledon;20/11/2011;Ativo;;
345;375-54-2270;Meezzy;Serviços;SC;Thị Trấn Ngọc Lặc;10/06/2025;Ativo;;
37;606-57-3964;Aibox;Industria;SE;Pontalina;15/05/2025;Inativo;;
6;815-24-4505;Minyx;Varejo;MG;Šilheřovice;11/07/2011;Inativo;;
522;795-46-0497;Zooxo;Serviços;SE;Daniëlskuil;01/10/2013;Inativo;;
223;633-96-4622;Tambee;Serviços;MA;Zea;27/01/2013;Ativo;;
30;208-12-6653;Layo;Serviços;MT;Guamo;22/01/2009;Inativo;;
389;775-38-4554;Rhybox;Varejo;GO;München;30/09/2017;Inativo;;
89;463-56-1023;Twitternation;Serviços;MS;Deder;27/09/2013;Inativo;;
527;354-46-3667;Gabtype;Serviços;PA;Donghui;13/01/2013;Ativo;;
844;770-31-5830;Cogibox;Varejo;MS;Anastácio;26/01/2023;Ativo;;
15;246-48-5478;Rhynyx;Industria;PA;Huntington;05/09/2023;Inativo;;
382;721-82-9879;Jamia;Varejo;SP;Sangke;26/01/2010;Inativo;;
289;546-83-7670;Topiczoom;Industria;PR;Sheffield;28/05/2012;Ativo;;
825;834-13-1931;Feedmix;Serviços;RJ;Fare;06/07/2015;Ativo;;
569;891-20-7366;Eabox;Serviços;MT;Sang-e Māshah;10/12/2021;Ativo;;
109;614-55-7438;Vipe;Industria;RR;Yingdianjie;05/01/2024;Ativo;;
419;337-89-4103;Edgeify;Varejo;MT;Cincinnati;10/09/2016;Inativo;;
581;568-01-7139;Zoonder;Varejo;MS;Maintirano;04/12/2020;Ativo;;
212;354-37-1714;Quimba;Industria;SP;Rancanyenang;10/11/2012;Ativo;;
388;654-69-5400;Skidoo;Serviços;PR;Aubergenville;29/01/2012;Inativo;;
303;623-48-6871;BlogXS;Serviços;RS;Liliba;10/12/2015;Inativo;;
41;594-51-0113;Livetube;Serviços;RS;Kariya;23/10/2022;Inativo;;
148;587-08-3804;Buzzdog;Varejo;AM;Priyutovo;02/11/2019;Inativo;;
965;682-66-9093;Demizz;Serviços;MG;Aparecida do Taboado;19/07/2009;Ativo;;
229;799-91-5188;Twimbo;Industria;RS;Hane;10/12/2015;Ativo;;
310;218-04-1293;Roomm;Serviços;GO;Cluses;30/08/2024;Ativo;;
518;199-65-4218;Gigashots;Serviços;SE;Sembungin;05/12/2015;Ativo;;
920;489-47-0733;Realpoint;Varejo;RS;Nyagan;14/02/2007;Ativo;;
741;386-77-3468;Eadel;Serviços;RN;Skänninge;10/10/2024;Inativo;;
38;762-77-4138;Dazzlesphere;Varejo;MG;Astypálaia;09/04/2024;Ativo;;
985;168-77-3852;Twimm;Industria;SE;Maţāy;11/03/2016;Ativo;;
191;282-44-6341;Zoombox;Industria;RN;Ccuntuma;25/07/2014;Ativo;;
548;754-55-8535;Tagchat;Serviços;GO;Belūsovka;10/03/2013;Ativo;;
630;492-91-5203;Linkbridge;Industria;SC;Lille;05/05/2012;Inativo;;
869;845-45-0658;Zoomdog;Industria;GO;Golacir;26/11/2021;Inativo;;
577;576-69-3212;Demivee;Industria;RS;Áno Kopanákion;28/10/2022;Ativo;;
793;875-44-3620;Fadeo;Varejo;RR;Bartošovice;10/01/2014;Ativo;;
31;744-10-5129;Photobug;Industria;SC;Karangsari;24/02/2024;Inativo;;
570;533-37-7813;Eare;Industria;SC;Cangkeuteuk Sabrang;27/07/2025;Ativo;;
968;757-49-7725;Skyba;Varejo;SE;Padangguci;04/10/2019;Inativo;;
619;322-79-7896;Devpulse;Varejo;SE;Eláteia;20/01/2009;Ativo;;
400;634-92-6496;Lajo;Serviços;RR;Gaoqiao;25/07/2012;Inativo;;
106;714-16-1860;Meevee;Varejo;RN;Chuantang;27/02/2011;Inativo;;
843;190-33-5607;Devpulse;Industria;MA;Saint-Chamond;18/07/2012;Ativo;;
196;872-02-0587;Twitterbeat;Varejo;MS;Boston;30/07/2013;Ativo;;
23;567-71-7033;Babblestorm;Industria;PR;Barra Mansa;22/11/2023;Inativo;;
282;469-72-9892;Twitterbeat;Serviços;TO;Fajã de Cima;30/05/2019;Ativo;;
178;455-78-9670;Bubblebox;Industria;SC;Na Tan;29/03/2020;Inativo;;
282;332-34-8942;Quatz;Industria;PR;Tyrnyauz;08/02/2008;Ativo;;
928;356-47-7640;Browsezoom;Varejo;MS;Valle de La Pascua;18/10/2011;Ativo;;
559;444-18-3450;Ntags;Industria;RS;Kuhmo;08/05/2014;Ativo;;
3;174-97-6417;Feedbug;Serviços;PA;Taodian;08/06/2011;Inativo;;
915;403-51-3460;Babbleopia;Varejo;TO;Stráž;25/06/2012;Ativo;;
351;751-02-2404;Roodel;Industria;MT;Barra de São Francisco;02/12/2024;Inativo;;
396;406-68-2095;Twitterlist;Varejo;SP;Milwaukee;10/03/2025;Ativo;;
389;159-24-1420;Dazzlesphere;Varejo;SC;Mafang;19/06/2007;Inativo;;
246;362-37-0103;Skiptube;Industria;MG;Parkent;04/09/2007;Ativo;;
829;785-81-3997;Zoomdog;Industria;PA;Santa Rita do Sapucaí;12/02/2017;Inativo;;
112;139-66-6422;Mita;Industria;RJ;Angeghakot’;27/03/2025;Inativo;;
950;153-05-4937;Skaboo;Serviços;MG;Yajiang;15/12/2017;Inativo;;
686;627-18-9114;Skivee;Varejo;PR;Gualeguay;03/01/2021;Ativo;;
866;714-11-9044;Twitterbeat;Varejo;AM;Huanoquite;10/08/2023;Inativo;;
600;505-11-8840;Photofeed;Industria;RJ;Rennes;18/05/2014;Inativo;;
633;471-62-3216;Gevee;Industria;SP;San Clemente;11/05/2023;Inativo;;
439;389-06-5819;Skipstorm;Serviços;PR;Sumberan;07/05/2007;Ativo;;
893;484-21-7540;Shufflebeat;Varejo;MT;La Unión;01/05/2014;Ativo;;
309;831-50-3130;Yoveo;Serviços;AM;Woja;21/12/2024;Ativo;;
570;194-54-5767;Topiczoom;Serviços;PA;Shiqiao;31/01/2024;Inativo;;
57;141-92-7906;Skimia;Serviços;SP;Nasavrky;20/05/2018;Ativo;;
892;764-10-9145;Feednation;Industria;MS;Fangjun;11/07/2008;Inativo;;
558;360-38-8312;Ainyx;Industria;SE;Thomastown;27/11/2013;Ativo;;
221;747-74-7182;Snaptags;Varejo;RN;Bāglung;22/12/2008;Ativo;;
971;181-48-4449;Mudo;Varejo;MS;Kresek;11/07/2007;Inativo;;
44;459-02-5520;Oloo;Varejo;SP;Ribeira Grande;18/01/2022;Ativo;;
965;893-61-0488;Fivebridge;Varejo;PA;Yintang;10/07/2008;Ativo;;
366;551-92-0845;Wikivu;Serviços;MS;Fianarantsoa;01/05/2008;Inativo;;
390;711-31-5838;Yabox;Varejo;SE;Vin’kivtsi;31/12/2017;Ativo;;
673;668-73-0127;Mudo;Serviços;RS;Yingta;20/04/2018;Ativo;;
93;672-63-7555;Skalith;Serviços;RR;Changshan;29/07/2019;Inativo;;
104;473-83-8959;Skyvu;Serviços;RS;Kutamangu;13/08/2024;Ativo;;
678;775-08-1507;Blogspan;Industria;MA;Cheb;20/11/2024;Ativo;;
698;652-29-8953;Divape;Varejo;SE;Pereira;06/11/2021;Inativo;;
290;331-22-7417;Digitube;Varejo;SE;Srubec;22/08/2015;Inativo;;
596;831-52-9142;Lajo;Industria;AM;Szydłowo;05/09/2018;Ativo;;
205;685-85-7666;Brightdog;Varejo;GO;Kungsbacka;31/12/2020;Inativo;;
446;634-39-9519;Divavu;Industria;RS;Samobor;15/12/2009;Ativo;;
44;388-15-6677;Yambee;Industria;SE;Brooklyn;30/07/2017;Inativo;;
149;580-40-1933;Yakijo;Industria;TO;Krechevitsy;03/09/2007;Inativo;;
512;871-86-5231;InnoZ;Serviços;MA;Pelaya;18/04/2009;Ativo;;
190;576-66-5257;Photofeed;Serviços;RJ;Dahuaishu;19/08/2018;Ativo;;
161;151-63-1224;Flipbug;Varejo;PR;Xianyi;05/11/2010;Ativo;;
942;254-20-1050;Voonder;Serviços;RJ;Gensi;08/05/2022;Ativo;;
864;450-10-7507;Flipopia;Serviços;MT;San Alejandro;16/09/2024;Ativo;;
582;714-89-8486;Dabtype;Serviços;RS;Wuguishan;16/10/2021;Ativo;;
864;657-35-3667;Topdrive;Serviços;SE;Darong;27/01/2010;Ativo;;
620;464-63-8405;Wikido;Varejo;SE;Vynohradiv;22/10/2013;Inativo;;
465;102-84-3682;Yozio;Industria;RN;Nihommatsu;16/04/2017;Inativo;;
441;344-67-9857;Linktype;Industria;AM;Armenia;07/12/2008;Inativo;;
329;557-58-9224;Mynte;Serviços;GO;Lethem;06/04/2021;Inativo;;
119;516-34-2080;Topicblab;Varejo;RJ;Nangka;29/05/2023;Inativo;;
618;755-12-7788;Mita;Serviços;MS;Saint-Bruno;08/07/2017;Ativo;;
420;637-16-2390;Voonte;Serviços;SE;Jaguaribe;12/10/2024;Ativo;;
556;471-75-6755;Voonder;Industria;SP;Diriomo;25/01/2014;Ativo;;
194;349-36-6538;Quaxo;Industria;MA;Nelson;25/11/2014;Inativo;;
111;752-82-0607;Vinder;Serviços;MT;Perico;25/04/2012;Inativo;;
653;422-96-1717;Centizu;Varejo;RJ;Vårby;04/03/2013;Ativo;;
819;452-11-5785;Browsebug;Serviços;RJ;Eirado;30/11/2022;Ativo;;
18;546-53-3624;Oyoyo;Varejo;RS;Xinshi;19/01/2013;Inativo;;
970;592-64-0207;Twitterlist;Varejo;PA;Sterling;05/07/2023;Ativo;;
22;536-07-5041;Miboo;Varejo;MT;Bhiria;11/08/2014;Inativo;;
706;582-17-8359;Youspan;Serviços;MT;Morohongō;18/04/2017;Inativo;;
539;558-88-6571;Twimbo;Varejo;RR;Foros do Trapo;28/04/2023;Inativo;;
544;117-88-0292;Tagchat;Varejo;SP;Shuangqiao;14/03/2014;Inativo;;
937;645-42-8643;Izio;Varejo;RR;Siaya;24/01/2018;Ativo;;
301;470-04-4633;Rhyloo;Industria;SE;Tefé;25/09/2015;Ativo;;
791;561-46-6641;Zoomcast;Varejo;RJ;Krajan Waturoyo;06/03/2020;Inativo;;
568;233-19-1949;Fivespan;Industria;GO;Lucma;03/06/2023;Inativo;;
980;664-70-7044;Fivechat;Industria;SP;Talisayan;07/09/2014;Ativo;;
541;837-43-3790;Topiczoom;Serviços;MT;Sam Phran;07/02/2015;Inativo;;
766;860-62-6908;Voomm;Varejo;GO;Buan;19/06/2012;Inativo;;
766;546-42-9224;Eamia;Varejo;MT;Taesal-li;18/10/2017;Ativo;;
102;641-52-3938;Browseblab;Varejo;PA;Jialu;15/09/2012;Ativo;;
844;763-30-2968;Jabbertype;Serviços;PR;Stockholm;25/04/2011;Inativo;;
390;537-74-4842;Yakijo;Serviços;SE;Dulag;26/02/2024;Inativo;;
175;450-90-4464;Kaymbo;Varejo;MT;Sudzha;25/05/2018;Ativo;;
546;805-84-4996;Livetube;Serviços;MT;Pyrzyce;26/02/2021;Inativo;;
159;471-33-7519;Agimba;Serviços;MA;Chapecó;17/12/2017;Inativo;;
936;599-07-7773;Blogtags;Varejo;MG;Göteborg;21/08/2024;Inativo;;
142;465-85-4089;Wikido;Industria;RR;Ilioúpoli;20/05/2016;Inativo;;
139;140-64-8355;Brightdog;Varejo;SC;White Rock;29/02/2020;Inativo;;
69;677-66-8275;Pixope;Industria;RS;Kabin Buri;16/07/2020;Ativo;;
770;544-25-1040;Gabcube;Serviços;SE;Göteborg;26/04/2008;Ativo;;
760;116-57-2438;Yodel;Varejo;RN;Baiyang;09/09/2023;Inativo;;
233;519-90-4993;Geba;Serviços;RN;Argithéa;10/05/2018;Ativo;;
4;620-64-5500;Leexo;Varejo;SP;Saint-Priest;15/08/2010;Ativo;;
187;636-05-2332;Rhycero;Varejo;GO;Jega;07/11/2020;Inativo;;
623;310-23-5281;Skinix;Varejo;PA;Stupari;11/03/2017;Ativo;;
168;180-70-2455;Buzzbean;Industria;RR;Obukhiv;06/07/2023;Ativo;;
2;644-91-8958;Yakidoo;Serviços;TO;Allada;20/08/2012;Ativo;;
57;838-06-8899;Digitube;Industria;MG;Ngã Bảy;10/10/2023;Ativo;;
630;232-53-5662;Twimm;Industria;AM;Waekolong;14/08/2022;Inativo;;
128;545-77-6158;Ozu;Serviços;MT;Arroio Grande;21/08/2023;Inativo;;
908;154-82-0374;Aivee;Industria;AM;Lobitos;13/11/2010;Ativo;;
572;402-58-3546;Babbleset;Serviços;RR;Altıağac;13/09/2020;Inativo;;
469;409-27-0810;Photojam;Serviços;RS;El Limon;06/11/2016;Ativo;;
886;325-17-7391;Vimbo;Varejo;SP;Rora Timur;25/05/2007;Inativo;;
826;633-63-7993;Thoughtstorm;Serviços;SC;Santa Maria da Feira;30/04/2024;Ativo;;
620;897-54-5340;Flipstorm;Serviços;PA;Oklahoma City;10/10/2019;Ativo;;
893;274-58-9553;Lazzy;Varejo;PR;Citambal;24/02/2025;Ativo;;
569;340-09-7189;Skinte;Industria;MG;Oliveira;29/03/2017;Ativo;;
960;326-30-6120;Miboo;Varejo;MG;Coxim;17/09/2009;Ativo;;
830;865-43-7036;Quimm;Varejo;MT;Kachar;19/11/2012;Ativo;;
252;802-20-8090;Kare;Varejo;MS;Pato Branco;13/11/2022;Inativo;;
919;633-17-7688;Muxo;Serviços;PA;Casilda;28/10/2021;Ativo;;
154;137-12-8774;Photojam;Varejo;PA;Ballsh;22/03/2019;Inativo;;
189;409-31-7643;Agimba;Industria;SC;Erátyra;27/01/2014;Ativo;;
957;410-40-2667;Oyonder;Industria;MS;Xichehe;13/02/2018;Inativo;;
763;439-94-6299;Ainyx;Industria;GO;Güiria;21/11/2018;Inativo;;
